maintenance_id,timestamp,material_id,quantity,maintenance_type,bike_age_months,mileage,notes
MAINT-0228,2024-05-23,MAT-STD-001,1,SCHEDULED_MAINTENANCE,23,1000,Brake or tire service at 1000 miles
MAINT-0229,2024-05-23,MAT-STD-002,1,SCHEDULED_MAINTENANCE,14,3000,Brake pad replacement at 3000 miles
MAINT-0230,2024-05-23,MAT-STD-003,1,SCHEDULED_MAINTENANCE,23,3000,Chain replacement at 3000 miles
MAINT-0231,2024-05-23,MAT-STD-001,2,SCHEDULED_MAINTENANCE,33,3000,Tire replacement at 3000 miles
MAINT-0232,2024-05-23,MAT-STD-002,1,SCHEDULED_MAINTENANCE,24,500,Brake adjustment at 500 miles
MAINT-0233,2024-05-23,MAT-STD-001,2,WEAR_REPLACEMENT,21,1050,Normal wear replacement - 21 months old
MAINT-0234,2024-05-24,MAT-STD-002,2,WEAR_REPLACEMENT,24,1200,Normal wear replacement - 24 months old
MAINT-0235,2024-05-25,MAT-STD-003,3,WEAR_REPLACEMENT,34,1700,Normal wear replacement - 34 months old
MAINT-0236,2024-05-28,MAT-STD-002,2,SCHEDULED_MAINTENANCE,16,2000,Brake pad replacement at 2000 miles
MAINT-0237,2024-05-28,MAT-STD-003,1,SCHEDULED_MAINTENANCE,6,2000,Chain replacement at 2000 miles
MAINT-0238,2024-05-28,MAT-STD-001,1,SCHEDULED_MAINTENANCE,18,2000,Tire replacement at 2000 miles
MAINT-0239,2024-05-28,MAT-STD-001,2,SCHEDULED_MAINTENANCE,14,1000,Brake or tire service at 1000 miles
MAINT-0240,2024-05-28,MAT-STD-002,1,SCHEDULED_MAINTENANCE,34,3000,Brake pad replacement at 3000 miles
MAINT-0241,2024-05-28,MAT-STD-003,1,SCHEDULED_MAINTENANCE,7,3000,Chain replacement at 3000 miles
MAINT-0242,2024-05-28,MAT-STD-001,1,SCHEDULED_MAINTENANCE,15,3000,Tire replacement at 3000 miles
MAINT-0243,2024-05-29,MAT-STD-002,1,SCHEDULED_MAINTENANCE,30,1000,Brake or tire service at 1000 miles
MAINT-0244,2024-05-29,MAT-STD-003,1,WEAR_REPLACEMENT,21,1050,Normal wear replacement - 21 months old
MAINT-0245,2024-05-31,MAT-STD-002,1,SCHEDULED_MAINTENANCE,26,500,Brake adjustment at 500 miles
MAINT-0246,2024-05-31,MAT-STD-002,2,SCHEDULED_MAINTENANCE,33,3000,Brake pad replacement at 3000 miles
MAINT-0247,2024-05-31,MAT-STD-003,1,SCHEDULED_MAINTENANCE,31,3000,Chain replacement at 3000 miles
MAINT-0248,2024-05-31,MAT-STD-001,1,SCHEDULED_MAINTENANCE,30,3000,Tire replacement at 3000 miles
MAINT-0249,2024-06-01,MAT-STD-002,2,WEAR_REPLACEMENT,11,550,Normal wear replacement - 11 months old
MAINT-0250,2024-06-02,MAT-STD-003,1,WEAR_REPLACEMENT,22,1100,Normal wear replacement - 22 months old
MAINT-0251,2024-06-04,MAT-STD-001,1,WEAR_REPLACEMENT,6,300,Normal wear replacement - 6 months old
MAINT-0252,2024-06-06,MAT-STD-002,3,WEAR_REPLACEMENT,43,2150,Normal wear replacement - 43 months old
MAINT-0253,2024-06-07,MAT-STD-003,1,WEAR_REPLACEMENT,18,900,Normal wear replacement - 18 months old
MAINT-0254,2024-06-09,MAT-STD-001,3,WEAR_REPLACEMENT,30,1500,Normal wear replacement - 30 months old
MAINT-0255,2024-06-10,MAT-STD-002,3,WEAR_REPLACEMENT,7,350,Normal wear replacement - 7 months old
MAINT-0256,2024-06-12,MAT-STD-002,1,SCHEDULED_MAINTENANCE,8,1000,Brake or tire service at 1000 miles
MAINT-0257,2024-06-12,MAT-STD-002,2,SCHEDULED_MAINTENANCE,36,3000,Brake pad replacement at 3000 miles
MAINT-0258,2024-06-12,MAT-STD-003,1,SCHEDULED_MAINTENANCE,15,3000,Chain replacement at 3000 miles
MAINT-0259,2024-06-12,MAT-STD-001,1,SCHEDULED_MAINTENANCE,30,3000,Tire replacement at 3000 miles
MAINT-0260,2024-06-12,MAT-STD-001,2,SCHEDULED_MAINTENANCE,22,1000,Brake or tire service at 1000 miles
MAINT-0261,2024-06-15,MAT-STD-003,2,WEAR_REPLACEMENT,25,1250,Normal wear replacement - 25 months old
MAINT-0262,2024-06-15,MAT-STD-003,1,ACCIDENT_REPAIR,7,350,Accident damage repair
MAINT-0263,2024-06-15,MAT-BAT-001,2,ACCIDENT_REPAIR,7,350,Accident damage repair
MAINT-0264,2024-06-17,MAT-STD-001,3,WEAR_REPLACEMENT,13,650,Normal wear replacement - 13 months old
MAINT-0265,2024-06-18,MAT-STD-001,1,WEAR_REPLACEMENT,22,1100,Normal wear replacement - 22 months old
MAINT-0266,2024-06-20,MAT-STD-001,2,WEAR_REPLACEMENT,10,500,Normal wear replacement - 10 months old
MAINT-0267,2024-06-22,MAT-STD-002,1,SCHEDULED_MAINTENANCE,9,500,Brake adjustment at 500 miles
MAINT-0268,2024-06-23,MAT-STD-002,2,WEAR_REPLACEMENT,27,1350,Normal wear replacement - 27 months old
MAINT-0269,2024-06-24,MAT-STD-002,1,WEAR_REPLACEMENT,29,1450,Normal wear replacement - 29 months old
MAINT-0270,2024-06-25,MAT-STD-002,1,WEAR_REPLACEMENT,6,300,Normal wear replacement - 6 months old
MAINT-0271,2024-06-27,MAT-STD-003,1,WEAR_REPLACEMENT,29,1450,Normal wear replacement - 29 months old
MAINT-0272,2024-06-29,MAT-STD-002,1,SCHEDULED_MAINTENANCE,5,2000,Brake pad replacement at 2000 miles
MAINT-0273,2024-06-29,MAT-STD-003,1,SCHEDULED_MAINTENANCE,23,2000,Chain replacement at 2000 miles
MAINT-0274,2024-06-29,MAT-STD-001,2,SCHEDULED_MAINTENANCE,31,2000,Tire replacement at 2000 miles
MAINT-0275,2024-06-29,MAT-STD-001,2,SCHEDULED_MAINTENANCE,8,1000,Brake or tire service at 1000 miles
MAINT-0276,2024-06-29,MAT-STD-002,2,SCHEDULED_MAINTENANCE,9,2000,Brake pad replacement at 2000 miles
MAINT-0277,2024-06-29,MAT-STD-003,1,SCHEDULED_MAINTENANCE,27,2000,Chain replacement at 2000 miles
MAINT-0278,2024-06-29,MAT-STD-001,2,SCHEDULED_MAINTENANCE,21,2000,Tire replacement at 2000 miles
MAINT-0279,2024-07-03,MAT-STD-001,3,WEAR_REPLACEMENT,11,550,Normal wear replacement - 11 months old
MAINT-0280,2024-07-07,MAT-STD-002,2,SCHEDULED_MAINTENANCE,17,3000,Brake pad replacement at 3000 miles
MAINT-0281,2024-07-07,MAT-STD-003,1,SCHEDULED_MAINTENANCE,17,3000,Chain replacement at 3000 miles
MAINT-0282,2024-07-07,MAT-STD-001,2,SCHEDULED_MAINTENANCE,19,3000,Tire replacement at 3000 miles
MAINT-0283,2024-07-07,MAT-STD-002,1,SCHEDULED_MAINTENANCE,21,500,Brake adjustment at 500 miles
MAINT-0284,2024-07-07,MAT-STD-003,3,WEAR_REPLACEMENT,18,900,Normal wear replacement - 18 months old
MAINT-0285,2024-07-08,MAT-STD-001,2,SCHEDULED_MAINTENANCE,3,1000,Brake or tire service at 1000 miles
MAINT-0286,2024-07-08,MAT-STD-002,1,SCHEDULED_MAINTENANCE,27,2000,Brake pad replacement at 2000 miles
MAINT-0287,2024-07-08,MAT-STD-003,1,SCHEDULED_MAINTENANCE,30,2000,Chain replacement at 2000 miles
MAINT-0288,2024-07-08,MAT-STD-001,1,SCHEDULED_MAINTENANCE,23,2000,Tire replacement at 2000 miles
MAINT-0289,2024-07-09,MAT-STD-002,2,SCHEDULED_MAINTENANCE,3,1000,Brake or tire service at 1000 miles
MAINT-0290,2024-07-09,MAT-STD-002,2,SCHEDULED_MAINTENANCE,21,3000,Brake pad replacement at 3000 miles
MAINT-0291,2024-07-09,MAT-STD-003,1,SCHEDULED_MAINTENANCE,17,3000,Chain replacement at 3000 miles
MAINT-0292,2024-07-09,MAT-STD-001,1,SCHEDULED_MAINTENANCE,34,3000,Tire replacement at 3000 miles
MAINT-0293,2024-07-09,MAT-STD-002,1,SCHEDULED_MAINTENANCE,12,3000,Brake pad replacement at 3000 miles
MAINT-0294,2024-07-09,MAT-STD-003,1,SCHEDULED_MAINTENANCE,5,3000,Chain replacement at 3000 miles
MAINT-0295,2024-07-09,MAT-STD-001,2,SCHEDULED_MAINTENANCE,23,3000,Tire replacement at 3000 miles
MAINT-0296,2024-07-11,MAT-STD-002,1,WEAR_REPLACEMENT,19,950,Normal wear replacement - 19 months old
MAINT-0297,2024-07-14,MAT-STD-001,3,WEAR_REPLACEMENT,31,1550,Normal wear replacement - 31 months old
MAINT-0298,2024-07-17,MAT-STD-003,1,WEAR_REPLACEMENT,25,1250,Normal wear replacement - 25 months old
MAINT-0299,2024-07-18,MAT-STD-002,2,SCHEDULED_MAINTENANCE,12,3000,Brake pad replacement at 3000 miles
MAINT-0300,2024-07-18,MAT-STD-003,1,SCHEDULED_MAINTENANCE,16,3000,Chain replacement at 3000 miles
MAINT-0301,2024-07-18,MAT-STD-001,2,SCHEDULED_MAINTENANCE,16,3000,Tire replacement at 3000 miles
MAINT-0302,2024-07-18,MAT-STD-003,1,WEAR_REPLACEMENT,29,1450,Normal wear replacement - 29 months old
MAINT-0303,2024-07-21,MAT-STD-002,1,SCHEDULED_MAINTENANCE,35,1000,Brake or tire service at 1000 miles
MAINT-0304,2024-07-21,MAT-STD-002,2,SCHEDULED_MAINTENANCE,28,2000,Brake pad replacement at 2000 miles
MAINT-0305,2024-07-21,MAT-STD-003,1,SCHEDULED_MAINTENANCE,18,2000,Chain replacement at 2000 miles
MAINT-0306,2024-07-21,MAT-STD-001,1,SCHEDULED_MAINTENANCE,5,2000,Tire replacement at 2000 miles
MAINT-0307,2024-07-21,MAT-STD-002,3,WEAR_REPLACEMENT,44,2200,Normal wear replacement - 44 months old
MAINT-0308,2024-07-24,MAT-STD-002,2,SCHEDULED_MAINTENANCE,10,3000,Brake pad replacement at 3000 miles
MAINT-0309,2024-07-24,MAT-STD-003,1,SCHEDULED_MAINTENANCE,10,3000,Chain replacement at 3000 miles
MAINT-0310,2024-07-24,MAT-STD-001,1,SCHEDULED_MAINTENANCE,8,3000,Tire replacement at 3000 miles
MAINT-0311,2024-07-24,MAT-STD-002,1,SCHEDULED_MAINTENANCE,34,500,Brake adjustment at 500 miles
MAINT-0312,2024-07-24,MAT-STD-002,2,SCHEDULED_MAINTENANCE,20,1000,Brake or tire service at 1000 miles
MAINT-0313,2024-07-24,MAT-STD-003,1,WEAR_REPLACEMENT,30,1500,Normal wear replacement - 30 months old
MAINT-0314,2024-07-26,MAT-STD-001,1,SCHEDULED_MAINTENANCE,28,1000,Brake or tire service at 1000 miles
MAINT-0315,2024-07-26,MAT-STD-002,1,SCHEDULED_MAINTENANCE,16,3000,Brake pad replacement at 3000 miles
MAINT-0316,2024-07-26,MAT-STD-003,1,SCHEDULED_MAINTENANCE,10,3000,Chain replacement at 3000 miles
MAINT-0317,2024-07-26,MAT-STD-001,1,SCHEDULED_MAINTENANCE,14,3000,Tire replacement at 3000 miles
MAINT-0318,2024-07-26,MAT-STD-002,2,SCHEDULED_MAINTENANCE,23,1000,Brake or tire service at 1000 miles
MAINT-0319,2024-07-26,MAT-STD-001,3,WEAR_REPLACEMENT,16,800,Normal wear replacement - 16 months old
MAINT-0320,2024-07-27,MAT-STD-002,1,SCHEDULED_MAINTENANCE,10,500,Brake adjustment at 500 miles
MAINT-0321,2024-07-27,MAT-STD-003,1,WEAR_REPLACEMENT,33,1650,Normal wear replacement - 33 months old
MAINT-0322,2024-07-28,MAT-STD-003,2,WEAR_REPLACEMENT,48,2400,Normal wear replacement - 48 months old
MAINT-0323,2024-07-29,MAT-STD-002,2,SCHEDULED_MAINTENANCE,9,2000,Brake pad replacement at 2000 miles
MAINT-0324,2024-07-29,MAT-STD-003,1,SCHEDULED_MAINTENANCE,5,2000,Chain replacement at 2000 miles
MAINT-0325,2024-07-29,MAT-STD-001,1,SCHEDULED_MAINTENANCE,18,2000,Tire replacement at 2000 miles
MAINT-0326,2024-07-29,MAT-STD-002,1,SCHEDULED_MAINTENANCE,15,500,Brake adjustment at 500 miles
MAINT-0327,2024-07-30,MAT-STD-001,2,SCHEDULED_MAINTENANCE,11,1000,Brake or tire service at 1000 miles
MAINT-0328,2024-07-30,MAT-STD-002,1,SCHEDULED_MAINTENANCE,19,3000,Brake pad replacement at 3000 miles
MAINT-0329,2024-07-30,MAT-STD-003,1,SCHEDULED_MAINTENANCE,27,3000,Chain replacement at 3000 miles
MAINT-0330,2024-07-30,MAT-STD-001,2,SCHEDULED_MAINTENANCE,13,3000,Tire replacement at 3000 miles
MAINT-0331,2024-07-30,MAT-STD-002,2,SCHEDULED_MAINTENANCE,19,3000,Brake pad replacement at 3000 miles
MAINT-0332,2024-07-30,MAT-STD-003,1,SCHEDULED_MAINTENANCE,30,3000,Chain replacement at 3000 miles
MAINT-0333,2024-07-30,MAT-STD-001,1,SCHEDULED_MAINTENANCE,12,3000,Tire replacement at 3000 miles
MAINT-0334,2024-07-30,MAT-STD-003,2,WEAR_REPLACEMENT,46,2300,Normal wear replacement - 46 months old
MAINT-0335,2024-07-31,MAT-STD-001,1,SCHEDULED_MAINTENANCE,23,1000,Brake or tire service at 1000 miles
MAINT-0336,2024-07-31,MAT-STD-002,2,SCHEDULED_MAINTENANCE,18,3000,Brake pad replacement at 3000 miles
MAINT-0337,2024-07-31,MAT-STD-003,1,SCHEDULED_MAINTENANCE,7,3000,Chain replacement at 3000 miles
MAINT-0338,2024-07-31,MAT-STD-001,1,SCHEDULED_MAINTENANCE,20,3000,Tire replacement at 3000 miles
MAINT-0339,2024-07-31,MAT-STD-003,2,WEAR_REPLACEMENT,10,500,Normal wear replacement - 10 months old
MAINT-0340,2024-08-01,MAT-STD-002,1,SCHEDULED_MAINTENANCE,20,2000,Brake pad replacement at 2000 miles
MAINT-0341,2024-08-01,MAT-STD-003,1,SCHEDULED_MAINTENANCE,3,2000,Chain replacement at 2000 miles
MAINT-0342,2024-08-01,MAT-STD-001,1,SCHEDULED_MAINTENANCE,9,2000,Tire replacement at 2000 miles
MAINT-0343,2024-08-01,MAT-STD-002,1,SCHEDULED_MAINTENANCE,9,3000,Brake pad replacement at 3000 miles
MAINT-0344,2024-08-01,MAT-STD-003,1,SCHEDULED_MAINTENANCE,10,3000,Chain replacement at 3000 miles
MAINT-0345,2024-08-01,MAT-STD-001,2,SCHEDULED_MAINTENANCE,14,3000,Tire replacement at 3000 miles
MAINT-0346,2024-08-02,MAT-STD-003,2,WEAR_REPLACEMENT,41,2050,Normal wear replacement - 41 months old
MAINT-0347,2024-08-03,MAT-STD-001,2,SCHEDULED_MAINTENANCE,14,1000,Brake or tire service at 1000 miles
MAINT-0348,2024-08-05,MAT-STD-002,1,SCHEDULED_MAINTENANCE,27,1000,Brake or tire service at 1000 miles
MAINT-0349,2024-08-05,MAT-STD-003,3,WEAR_REPLACEMENT,29,1450,Normal wear replacement - 29 months old
MAINT-0350,2024-08-06,MAT-STD-002,2,SCHEDULED_MAINTENANCE,31,3000,Brake pad replacement at 3000 miles
MAINT-0351,2024-08-06,MAT-STD-003,1,SCHEDULED_MAINTENANCE,25,3000,Chain replacement at 3000 miles
MAINT-0352,2024-08-06,MAT-STD-001,1,SCHEDULED_MAINTENANCE,32,3000,Tire replacement at 3000 miles
MAINT-0353,2024-08-06,MAT-STD-002,2,SCHEDULED_MAINTENANCE,36,2000,Brake pad replacement at 2000 miles
MAINT-0354,2024-08-06,MAT-STD-003,1,SCHEDULED_MAINTENANCE,17,2000,Chain replacement at 2000 miles
MAINT-0355,2024-08-06,MAT-STD-001,2,SCHEDULED_MAINTENANCE,22,2000,Tire replacement at 2000 miles
MAINT-0356,2024-08-06,MAT-STD-002,1,SCHEDULED_MAINTENANCE,22,500,Brake adjustment at 500 miles
MAINT-0357,2024-08-06,MAT-STD-001,3,WEAR_REPLACEMENT,11,550,Normal wear replacement - 11 months old
MAINT-0358,2024-08-07,MAT-STD-002,1,SCHEDULED_MAINTENANCE,21,1000,Brake or tire service at 1000 miles
MAINT-0359,2024-08-12,MAT-STD-002,1,SCHEDULED_MAINTENANCE,31,500,Brake adjustment at 500 miles
MAINT-0360,2024-08-12,MAT-STD-002,1,SCHEDULED_MAINTENANCE,7,1000,Brake or tire service at 1000 miles
MAINT-0361,2024-08-12,MAT-STD-002,1,SCHEDULED_MAINTENANCE,6,2000,Brake pad replacement at 2000 miles
MAINT-0362,2024-08-12,MAT-STD-003,1,SCHEDULED_MAINTENANCE,30,2000,Chain replacement at 2000 miles
MAINT-0363,2024-08-12,MAT-STD-001,2,SCHEDULED_MAINTENANCE,34,2000,Tire replacement at 2000 miles
MAINT-0364,2024-08-12,MAT-STD-001,2,WEAR_REPLACEMENT,21,1050,Normal wear replacement - 21 months old
MAINT-0365,2024-08-13,MAT-STD-002,2,WEAR_REPLACEMENT,22,1100,Normal wear replacement - 22 months old
MAINT-0366,2024-08-14,MAT-STD-002,3,WEAR_REPLACEMENT,38,1900,Normal wear replacement - 38 months old
MAINT-0367,2024-08-15,MAT-STD-002,1,SCHEDULED_MAINTENANCE,3,3000,Brake pad replacement at 3000 miles
MAINT-0368,2024-08-15,MAT-STD-003,1,SCHEDULED_MAINTENANCE,32,3000,Chain replacement at 3000 miles
MAINT-0369,2024-08-15,MAT-STD-001,2,SCHEDULED_MAINTENANCE,24,3000,Tire replacement at 3000 miles
MAINT-0370,2024-08-15,MAT-STD-002,2,SCHEDULED_MAINTENANCE,3,2000,Brake pad replacement at 2000 miles
MAINT-0371,2024-08-15,MAT-STD-003,1,SCHEDULED_MAINTENANCE,25,2000,Chain replacement at 2000 miles
MAINT-0372,2024-08-15,MAT-STD-001,1,SCHEDULED_MAINTENANCE,14,2000,Tire replacement at 2000 miles
MAINT-0373,2024-08-15,MAT-STD-002,2,WEAR_REPLACEMENT,18,900,Normal wear replacement - 18 months old
MAINT-0374,2024-08-16,MAT-STD-002,1,WEAR_REPLACEMENT,15,750,Normal wear replacement - 15 months old
MAINT-0375,2024-08-17,MAT-STD-002,2,SCHEDULED_MAINTENANCE,26,3000,Brake pad replacement at 3000 miles
MAINT-0376,2024-08-17,MAT-STD-003,1,SCHEDULED_MAINTENANCE,30,3000,Chain replacement at 3000 miles
MAINT-0377,2024-08-17,MAT-STD-001,2,SCHEDULED_MAINTENANCE,14,3000,Tire replacement at 3000 miles
MAINT-0378,2024-08-17,MAT-STD-002,1,SCHEDULED_MAINTENANCE,31,2000,Brake pad replacement at 2000 miles
MAINT-0379,2024-08-17,MAT-STD-003,1,SCHEDULED_MAINTENANCE,13,2000,Chain replacement at 2000 miles
MAINT-0380,2024-08-17,MAT-STD-001,2,SCHEDULED_MAINTENANCE,11,2000,Tire replacement at 2000 miles
MAINT-0381,2024-08-18,MAT-STD-001,1,WEAR_REPLACEMENT,31,1550,Normal wear replacement - 31 months old
MAINT-0382,2024-08-20,MAT-STD-003,3,WEAR_REPLACEMENT,30,1500,Normal wear replacement - 30 months old
MAINT-0383,2024-08-21,MAT-STD-002,3,WEAR_REPLACEMENT,6,300,Normal wear replacement - 6 months old
MAINT-0384,2024-08-22,MAT-STD-002,2,SCHEDULED_MAINTENANCE,30,2000,Brake pad replacement at 2000 miles
MAINT-0385,2024-08-22,MAT-STD-003,1,SCHEDULED_MAINTENANCE,33,2000,Chain replacement at 2000 miles
MAINT-0386,2024-08-22,MAT-STD-001,1,SCHEDULED_MAINTENANCE,21,2000,Tire replacement at 2000 miles
MAINT-0387,2024-08-22,MAT-STD-002,2,SCHEDULED_MAINTENANCE,30,2000,Brake pad replacement at 2000 miles
MAINT-0388,2024-08-22,MAT-STD-003,1,SCHEDULED_MAINTENANCE,18,2000,Chain replacement at 2000 miles
MAINT-0389,2024-08-22,MAT-STD-001,1,SCHEDULED_MAINTENANCE,12,2000,Tire replacement at 2000 miles
MAINT-0390,2024-08-22,MAT-STD-002,2,SCHEDULED_MAINTENANCE,10,1000,Brake or tire service at 1000 miles
MAINT-0391,2024-08-24,MAT-STD-003,3,WEAR_REPLACEMENT,46,2300,Normal wear replacement - 46 months old
MAINT-0392,2024-08-25,MAT-STD-002,1,SCHEDULED_MAINTENANCE,20,500,Brake adjustment at 500 miles
MAINT-0393,2024-08-25,MAT-STD-002,2,SCHEDULED_MAINTENANCE,4,1000,Brake or tire service at 1000 miles
MAINT-0394,2024-08-25,MAT-STD-001,2,WEAR_REPLACEMENT,32,1600,Normal wear replacement - 32 months old
MAINT-0395,2024-08-26,MAT-STD-002,2,WEAR_REPLACEMENT,9,450,Normal wear replacement - 9 months old
MAINT-0396,2024-08-27,MAT-STD-002,2,WEAR_REPLACEMENT,32,1600,Normal wear replacement - 32 months old
MAINT-0397,2024-08-28,MAT-STD-003,3,WEAR_REPLACEMENT,26,1300,Normal wear replacement - 26 months old
MAINT-0398,2024-08-29,MAT-STD-001,2,WEAR_REPLACEMENT,37,1850,Normal wear replacement - 37 months old
MAINT-0399,2024-08-30,MAT-STD-003,1,WEAR_REPLACEMENT,27,1350,Normal wear replacement - 27 months old
MAINT-0400,2024-09-01,MAT-STD-001,1,SCHEDULED_MAINTENANCE,9,1000,Brake or tire service at 1000 miles
MAINT-0401,2024-09-01,MAT-STD-002,1,SCHEDULED_MAINTENANCE,15,1000,Brake or tire service at 1000 miles
MAINT-0402,2024-09-02,MAT-STD-002,1,WEAR_REPLACEMENT,40,2000,Normal wear replacement - 40 months old
MAINT-0403,2024-09-03,MAT-STD-002,2,SCHEDULED_MAINTENANCE,26,3000,Brake pad replacement at 3000 miles
MAINT-0404,2024-09-03,MAT-STD-003,1,SCHEDULED_MAINTENANCE,31,3000,Chain replacement at 3000 miles
MAINT-0405,2024-09-03,MAT-STD-001,2,SCHEDULED_MAINTENANCE,10,3000,Tire replacement at 3000 miles
MAINT-0406,2024-09-03,MAT-STD-002,3,WEAR_REPLACEMENT,38,1900,Normal wear replacement - 38 months old
MAINT-0407,2024-09-04,MAT-STD-001,1,SCHEDULED_MAINTENANCE,6,1000,Brake or tire service at 1000 miles
MAINT-0408,2024-09-04,MAT-STD-001,2,SCHEDULED_MAINTENANCE,35,1000,Brake or tire service at 1000 miles
MAINT-0409,2024-09-04,MAT-STD-003,2,WEAR_REPLACEMENT,41,2050,Normal wear replacement - 41 months old
MAINT-0410,2024-09-05,MAT-STD-001,3,WEAR_REPLACEMENT,19,950,Normal wear replacement - 19 months old
MAINT-0411,2024-09-06,MAT-STD-002,2,SCHEDULED_MAINTENANCE,17,3000,Brake pad replacement at 3000 miles
MAINT-0412,2024-09-06,MAT-STD-003,1,SCHEDULED_MAINTENANCE,21,3000,Chain replacement at 3000 miles
MAINT-0413,2024-09-06,MAT-STD-001,2,SCHEDULED_MAINTENANCE,20,3000,Tire replacement at 3000 miles
MAINT-0414,2024-09-06,MAT-STD-002,1,SCHEDULED_MAINTENANCE,13,500,Brake adjustment at 500 miles
MAINT-0415,2024-09-06,MAT-STD-002,1,SCHEDULED_MAINTENANCE,21,1000,Brake or tire service at 1000 miles
MAINT-0416,2024-09-07,MAT-STD-002,2,SCHEDULED_MAINTENANCE,19,2000,Brake pad replacement at 2000 miles
MAINT-0417,2024-09-07,MAT-STD-003,1,SCHEDULED_MAINTENANCE,11,2000,Chain replacement at 2000 miles
MAINT-0418,2024-09-07,MAT-STD-001,1,SCHEDULED_MAINTENANCE,29,2000,Tire replacement at 2000 miles
MAINT-0419,2024-09-07,MAT-STD-002,2,SCHEDULED_MAINTENANCE,3,2000,Brake pad replacement at 2000 miles
MAINT-0420,2024-09-07,MAT-STD-003,1,SCHEDULED_MAINTENANCE,25,2000,Chain replacement at 2000 miles
MAINT-0421,2024-09-07,MAT-STD-001,1,SCHEDULED_MAINTENANCE,17,2000,Tire replacement at 2000 miles
MAINT-0422,2024-09-07,MAT-STD-002,1,WEAR_REPLACEMENT,40,2000,Normal wear replacement - 40 months old
MAINT-0423,2024-09-09,MAT-STD-003,3,WEAR_REPLACEMENT,44,2200,Normal wear replacement - 44 months old
MAINT-0424,2024-09-10,MAT-STD-003,3,WEAR_REPLACEMENT,31,1550,Normal wear replacement - 31 months old
MAINT-0425,2024-09-11,MAT-STD-002,2,SCHEDULED_MAINTENANCE,33,3000,Brake pad replacement at 3000 miles
MAINT-0426,2024-09-11,MAT-STD-003,1,SCHEDULED_MAINTENANCE,8,3000,Chain replacement at 3000 miles
MAINT-0427,2024-09-11,MAT-STD-001,1,SCHEDULED_MAINTENANCE,34,3000,Tire replacement at 3000 miles
MAINT-0428,2024-09-11,MAT-STD-001,1,SCHEDULED_MAINTENANCE,14,1000,Brake or tire service at 1000 miles
MAINT-0429,2024-09-11,MAT-STD-001,1,SCHEDULED_MAINTENANCE,21,1000,Brake or tire service at 1000 miles
MAINT-0430,2024-09-12,MAT-STD-002,1,SCHEDULED_MAINTENANCE,27,1000,Brake or tire service at 1000 miles
MAINT-0431,2024-09-12,MAT-STD-002,1,SCHEDULED_MAINTENANCE,3,3000,Brake pad replacement at 3000 miles
MAINT-0432,2024-09-12,MAT-STD-003,1,SCHEDULED_MAINTENANCE,5,3000,Chain replacement at 3000 miles
MAINT-0433,2024-09-12,MAT-STD-001,1,SCHEDULED_MAINTENANCE,11,3000,Tire replacement at 3000 miles
MAINT-0434,2024-09-12,MAT-STD-002,2,SCHEDULED_MAINTENANCE,12,1000,Brake or tire service at 1000 miles
MAINT-0435,2024-09-13,MAT-STD-002,1,SCHEDULED_MAINTENANCE,11,2000,Brake pad replacement at 2000 miles
MAINT-0436,2024-09-13,MAT-STD-003,1,SCHEDULED_MAINTENANCE,33,2000,Chain replacement at 2000 miles
MAINT-0437,2024-09-13,MAT-STD-001,1,SCHEDULED_MAINTENANCE,31,2000,Tire replacement at 2000 miles
MAINT-0438,2024-09-13,MAT-STD-002,1,WEAR_REPLACEMENT,21,1050,Normal wear replacement - 21 months old
MAINT-0439,2024-09-14,MAT-STD-001,1,WEAR_REPLACEMENT,40,2000,Normal wear replacement - 40 months old
MAINT-0440,2024-09-15,MAT-STD-001,1,WEAR_REPLACEMENT,20,1000,Normal wear replacement - 20 months old
MAINT-0441,2024-09-16,MAT-STD-002,1,SCHEDULED_MAINTENANCE,10,2000,Brake pad replacement at 2000 miles
MAINT-0442,2024-09-16,MAT-STD-003,1,SCHEDULED_MAINTENANCE,34,2000,Chain replacement at 2000 miles
MAINT-0443,2024-09-16,MAT-STD-001,2,SCHEDULED_MAINTENANCE,13,2000,Tire replacement at 2000 miles
MAINT-0444,2024-09-16,MAT-STD-002,1,SCHEDULED_MAINTENANCE,17,500,Brake adjustment at 500 miles
MAINT-0445,2024-09-16,MAT-STD-002,1,SCHEDULED_MAINTENANCE,21,500,Brake adjustment at 500 miles
MAINT-0446,2024-09-18,MAT-STD-002,1,SCHEDULED_MAINTENANCE,12,2000,Brake pad replacement at 2000 miles
MAINT-0447,2024-09-18,MAT-STD-003,1,SCHEDULED_MAINTENANCE,22,2000,Chain replacement at 2000 miles
MAINT-0448,2024-09-18,MAT-STD-001,2,SCHEDULED_MAINTENANCE,21,2000,Tire replacement at 2000 miles
MAINT-0449,2024-09-18,MAT-STD-002,1,SCHEDULED_MAINTENANCE,34,2000,Brake pad replacement at 2000 miles
MAINT-0450,2024-09-18,MAT-STD-003,1,SCHEDULED_MAINTENANCE,26,2000,Chain replacement at 2000 miles
MAINT-0451,2024-09-18,MAT-STD-001,2,SCHEDULED_MAINTENANCE,19,2000,Tire replacement at 2000 miles
MAINT-0452,2024-09-18,MAT-STD-002,1,SCHEDULED_MAINTENANCE,3,500,Brake adjustment at 500 miles
MAINT-0453,2024-09-19,MAT-STD-002,2,SCHEDULED_MAINTENANCE,7,3000,Brake pad replacement at 3000 miles
